Matter type,Subtype,Plain-language description,Archived?,Consultation fee remitted by attorney,Consultation fee displayed to clients,Intake fee,Modest means intake fee
Employment,Contesting Non-Competes,You need help contesting an agreement with a former employer that restricts you from working.,FALSE,0,,,
Employment,Workplace Harassment,"You want to stop someone at your workplace from abusing, threatening, or annoying you.",FALSE,0,,,
Employment,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Consumer protection & debt,Identity Theft,You want help with an issue involving someone stealing or misusing your personal information.,FALSE,0,,,
Consumer protection & debt,Credit Report Issue,You want help correcting an inaccuracy or other issue with your credit report.,FALSE,0,,,
Consumer protection & debt,Consumer Fraud,"You have an issue involving unfair, deceptive, or misleading business practices.",FALSE,0,,,
Consumer protection & debt,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Real Estate,Real Estate Disputes,You want help with a legal dispute involving real estate.,FALSE,0,,,
Real Estate,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Landlord/tenant,Tenant Representation,You are a tenant and want help with an issue involving your home.,FALSE,0,,,
Immigration,Naturalization,You want to apply for citizenship.,FALSE,0,,,
Immigration,Asylum,You don't want to return to your home country because you're afraid you'll be badly treated there.,FALSE,0,,,
Immigration,Violence Against Women Act Petition,"You want to become a permanent resident, and you or your child have been the victim of abuse.",FALSE,0,,,
Immigration,T Visa,"You want to remain and work in the United States, and you or your family member were forced or tricked into performing work or sexual acts.",FALSE,0,,,
Immigration,Deportation Defense,You want to defend against the government trying to remove you from the United States.,FALSE,0,,,
Immigration,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Criminal & Traffic,Traffic Ticket,You want help with a traffic offense.,FALSE,0,,,
Criminal & Traffic,RICO & Conspiracy,You want help with a criminal issue involving an allegation of participation in a criminal organization.,FALSE,0,,,
Criminal & Traffic,DUI,You want help with a criminal issue or allegation involving driving a car or other kind of motor vehicle while under the influence of drugs or alcohol.,FALSE,0,,,
Criminal & Traffic,Ordinance Violations/Fines,You have an issue involving an alleged violation of city laws or regulations.,FALSE,0,,,
Criminal & Traffic,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
"Estates, Wills, & Elder Law",Living Will/Advanced Directive,You are looking for documents that set out your wishes for end-of-life medical care.,FALSE,0,,,
"Estates, Wills, & Elder Law",Trust,You want a document for managing and distributing your property on behalf of one or more beneficiaries.,FALSE,0,,,
"Estates, Wills, & Elder Law",Power of Attorney,"You want a document that appoints someone to manage your care, property, and finances if you become unable to.",FALSE,0,,,
"Estates, Wills, & Elder Law",Guardianship,"You want help appointing someone to manage the care, property, and finances of a person.",FALSE,0,,,
"Estates, Wills, & Elder Law",Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Family,Alimony/Spousal Support,You want help determining what financial support one ex-spouse needs to provide the other.,FALSE,0,,,
Family,Parental-Rights Termination,You want help with a court process  brought to end the rights of one or more parents over their child.,FALSE,0,,,
Family,Emancipation,"You want help with a court process brought to let a child assume responsibility for their own care, property, and finances.",FALSE,0,,,
Family,Adult Guardianship,"You want help appointing someone to manage the care, property, and finances of an adult who can't take care of themselves anymore.",FALSE,0,,,
Family,Domestic Violence/Civil Order of Protection,"You want protection from a person who is harrassing, threatening, abusing, or intimidating you.",FALSE,0,,,
Family,Annulment,"You want help ending a marriage that was not legitimate in the first place because of fraud, deceit, misunderstanding, or another issue.",FALSE,0,,,
Family,Uncontested Divorce,"You and your spouse want to end your marriage and already agree on how to deal with issues involving your property, finances, and children.",FALSE,0,,,
Family,Child Support,You have an issue involving the financial support that a parent may owe to a child.,FALSE,0,,,
Family,Prenuptial Agreement,You and your fiance are about to get married and are looking for a document that clarifies each of your financial expectations.,FALSE,0,,,
Family,Harassment,"You want to stop someone from abusing, threatening, stalking, or annoying you.",FALSE,0,,,
Business,Corporate Changes,"You want help making a change in the structure, management, or ownership of your business corporation.",FALSE,0,,,
Business,Contract Dispute,You want help with a legal dispute involving a business contract.,FALSE,0,,,
Business,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Employment,Wage Theft/Unpaid Benefits,You have an issue involving benefits or compensation that you may be owed by an employer.,FALSE,0,,,
Employment,Wrongful Discrimination in Workplace,"You are being treated unfairly by an employer because of your race, gender, religion, national origin, physical or mental disability, age, sexual orientation, or gender identity.",FALSE,0,,,
Consumer protection & debt,Advertising and Unfair Banking Practices,"You want help bringing a claim against a bank that acted in deceptive, abusive, or misleading ways.",FALSE,0,,,
Consumer protection & debt,Predatory Lending,"You want help with an issue involving a loan that has abusive, deceptive, or unfair terms.",FALSE,0,,,
Consumer protection & debt,Consumer Finance Protection,"You want help with unfair or deceptive practices related to a mortgage, credit card, and other financial product or service.",FALSE,0,,,
Consumer protection & debt,Debt Collection,You were contacted by a debt collector and want help responding.,FALSE,0,,,
Real Estate,Homeowners Association Dispute,You are a homeowner and want help with a legal dispute with a homeowners association.,FALSE,0,,,
Real Estate,Title,"You want help with an issue involving your rights in a home, building, or other piece of property.",FALSE,0,,,
Tax,Lien,You want help with an issue involving a government claim on your property because of allegedly unpaid taxes.,FALSE,0,,,
Tax,Criminal Tax Matter,You want help with a criminal issue involving your taxes.,FALSE,0,,,
Tax,Tax Court Filing,You want help with the special court process related to challenging or responding to tax issues.,FALSE,0,,,
Tax,Penalty Abatement,You want to request penalties related to unpaid or unfiled taxes.,FALSE,0,,,
Tax,Tax Fraud & Tax Evasion,You want help with an issue involving an allegation or claim of intentionally avoiding taxes.,FALSE,0,,,
Insurance,Representation of Insured,You want help challenging the practices of your insurance company.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Alternative dispute resolution,Arbitration,You want help with the binding process where a neutral third party resolves a dispute between you and another party.,FALSE,0,,,
Alternative dispute resolution,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Civil rights,Government Record,You want help getting the information or records from the government.,FALSE,0,,,
Civil rights,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Foreclosure,Unlawful foreclosure,"You want help defending your property against a foreclosure threat that's based on bad information, disclosure failures, or fraud.",FALSE,0,,,
Nonprofit,Nonprofit Formation,You are starting a nonprofit and want to structure the organization to meet your goals.,FALSE,0,,,
Nonprofit,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Landlord/tenant,Landlord Representation,You are a landlord and want help with an issue involving your property.,FALSE,0,,,
Landlord/tenant,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Immigration,Employment-Based Visas,"You want to come to or stay in the United States for a limited, work-related purpose.",FALSE,0,,,
Immigration,Family-Based Visas,You want to become a permanent resident on the basis of your family relationship or employment status.,FALSE,0,,,
Immigration,Special Immigrant Juveniles Status (SIJS),"You want help with an issue involving an undocumented immigrant who arrived in the United States at a young age, was mistreated by a parent, and wants to apply for legal residency.",FALSE,0,,,
Immigration,U Visas,"You want to remain and work in the United States, and you or your child have been the victim of a serious crime.",FALSE,0,,,
Immigration,DACA,You came to the United States as a child and want to stay in the country.,FALSE,0,,,
Immigration,Criminal Charges Affecting Status,You want help with a criminal issue that may impact your ability to remain in the United States.,FALSE,0,,,
Criminal & Traffic,Criminal Record Expungement,You want to remove a charge or conviction from your criminal record.,FALSE,0,,,
Criminal & Traffic,Criminal Felonies,"You want help with a criminal issue involving the chance of more than a year of imprisonment (for example: assault, aggravated battery, burglary, homicide).",FALSE,0,,,
Criminal & Traffic,Criminal Misdemeanors,"You want help with a criminal issue involving the chance of less than a year of imprisonment (for example: disorderly conduct, public intoxication, theft, trespassing).",FALSE,0,,,
Criminal & Traffic,Post-Conviction Appeals & Relief,"You have been convicted of a crime and want help getting a new trial, reduced penalty, or shorter sentence.",FALSE,0,,,
"Estates, Wills, & Elder Law",Will,You want documents that set out your wishes for what happens to your property when you pass.,FALSE,0,,,
"Estates, Wills, & Elder Law",Probate,"You want help with the court process used to decide the inheritance, management, or division of the property of someone who passed away.",FALSE,0,,,
"Estates, Wills, & Elder Law",Simple Trust,"You want a document that distributes income from your estate to beneficiaries immediately, instead of accruing savings and distributing income to beneficiaries at a later date.",FALSE,0,,,
"Estates, Wills, & Elder Law",Estate Planning,You want documents that set out your wishes for your medical care and what happens to your property when you pass.,FALSE,0,,,
"Estates, Wills, & Elder Law",Medicaid Special Needs Trust,You want a docmument that holds funds for the benefit of a disabled person without impacting their eligibility for Medicaid.,FALSE,0,,,
Tax,Audit,You want help with an issue involving a goverment reveiw of your tax return's accuracy and completeness.,FALSE,0,,,
Tax,Appeal,You want to challenge a government decision about your taxes.,FALSE,0,,,
Tax,Collection matter,You want help with an issue involving taxes the government claims you owe it.,FALSE,0,,,
Tax,Levy,You want help with an issue involving the government taking your property to satisfy a debt or taxes you allegedly owe.,FALSE,0,,,
Tax,Wage Garnishment,You want help with an issue involving the goverment deducting money from your wages because of allegedly unpaid taxes.,FALSE,0,,,
Tax,Payment Agreement,"You want help reaching an agreement with the goverment to pay a tax debt in monthly installments, instead of having to pay all at once.",FALSE,0,,,
Tax,Payroll Tax,You want help with an issue involving taxes related to employment.,FALSE,0,,,
Tax,Employee Reclassification,You want to reduce tax penalties you may owe by voluntarily reclassifying independent contractors who work for your business as employees.,FALSE,0,,,
Tax,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Insurance,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Personal Property Cases (Non-Small Claims),You want help with a legal dispute involving personal property that's value makes the dispute ineligible for small claims court.,FALSE,0,,,
Alternative dispute resolution,Mediation,You want help with the non-binding process where a neutral third party helps you and another party try to resolve a dispute and potentially avoid court litigation.,FALSE,0,,,
Civil rights,Constitutional Right,"You want help because the government, a private organization, or a person violated your constitutional rights (for example: free expression, privacy, reproductive rights).",FALSE,0,,,
Civil rights,Discrimination,"You are being treated unfairly by the goverment, a private organization, or person because of your race, gender, religion, national origin, physical or mental disability, age, sexual orientation, or gender identity.",FALSE,0,,,
Personal injury,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Foreclosure,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Juvenile Delinquency,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Administrative law,Government benefits,You have an issue involving benefits or compensation that the government may owe you.,FALSE,0,,,
Administrative law,Unemployment benefits,You have an issue involving money that may be owed by you or to you because of unemployed status.,FALSE,0,,,
Administrative law,SSI/Disability,You have an issue involving benefits the government may owe you because of a physical or mental issue or disability.,FALSE,0,,,
Administrative law,Veteran benefits,You have an issue involving benefits the government may owe you because of your military service.,FALSE,0,,,
Bankruptcy,General bankruptcy,You want help getting rid of debts you owe.,FALSE,0,,,
Bankruptcy,Fraud-related bankruptcy,You have an issue involving an allegation that you misled or intentionaly hid information when you filed for bankruptcy.,FALSE,0,,,
Bankruptcy,Foreclosure-related bankruptcy,You want help defending your property against a foreclosure and getting rid of your debts.,FALSE,0,,,
Business,Online business law,You have an issue involving your internet or software business.,FALSE,0,,,
Business,"Licenses, corporate changes, and filings","You want help with a business organization or licensing matter, such as changing the legal structure or governance of your business or applying for a license to operate.",FALSE,0,,,
Business,Government contracts,"You want help drafting, negotiating, or applying for a government contract.",FALSE,0,,,
Business,Compliance,"You want help making sure your business is operating in accordance with federal, state, and/or local rules or laws.",FALSE,0,,,
Civil rights,Government misconduct,You want help because you were harmed or mistreated by a government official or agency.,FALSE,0,,,
Civil rights,Police misconduct,You want help because you were harmed or mistreated by a police officer.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Class action,"You want help bringing a lawsuit against a person, company, organization, or government agency that caused injuries, financial losses, or other kinds of harms that affected a large group of people.",FALSE,0,,,
Business,Construction law,"You have an issue or dispute involving the construction of a home or building, such as negotiating a contract with a builder or complying with construction laws.",FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",General,You want help with court litigation in a non-criminal matter.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Auto fraud/auto repossessions,"You want to be compensated because you purchased a car with hidden defects, or you want to keep your car from being wrongfully repossessed.",FALSE,0,,,
Consumer protection & debt,Student loan,You have an issue involving loans you took out to pay for education.,FALSE,0,,,
Employment,Severance agreements,You want help drafting or reviewing an agreement that terminates the working relationship between an employer and employee.,FALSE,0,,,
Employment,Workers compensation,You have an issue involving benefits or compensation that you may be owed or may owe because of a job-related illness or injury.,FALSE,0,,,
Employment,Defense of the employee,You are an employee and are seeking to defend yourself against a claim brought by your current or former employer.,FALSE,0,,,
Employment,Defense of the employer,You are an employer and are seeking to defend yourself against a claim brought by a current or former employee.,FALSE,0,,,
Personal injury,Medical malpractice,You want help because a doctor or other kind of health care provider made mistakes that caused an injury.,FALSE,0,,,
Intellectual Property,"Copyrights, trademarks, or patents","You have an issue involving the rights to an invention, creative work, or phrase or symbol.",FALSE,0,,,
Education law,Special education,You have an issue involving the education of a child with a learning disability or other special needs.,FALSE,0,,,
"Estates, Wills, & Elder Law",Elder abuse/neglect,You have an issue involving the mistreatment of an elderly adult.,FALSE,0,,,
Business,Business Compliance,"You want help understanding how your business's legal structure, government rules, contracts, or laws affect your business.",FALSE,0,,,
Education law,General,You have an issue involving school rules or the laws related to education.,FALSE,0,,,
Education law,School discipline,You have an issue involving a school punishing or penalizing a student for alleged misconduct.,FALSE,0,,,
Appeals,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Family,Name Change,You want help changing your legal name.,FALSE,0,,,
Family,Adoption,You want help moving parental rights over a child to new parents.,FALSE,0,,,
Family,Child Guardianship,"You want help appointing someone to manage the care, property, and finances of a child.",FALSE,0,,,
Family,Separation Agreement,You and your spouse are thinking about living apart for a time while you decide if you'll be getting a divorce.,FALSE,0,,,
Family,Contested Divorce,You and your spouse want to end your marriage.,FALSE,0,,,
Family,Child Custody,You want help establishing who has the right to care for and make important decisions about a child.,FALSE,0,,,
Family,Postnuptial Agreement,You and your spouse are looking for a document that clarifies each of your financial expectations.,FALSE,0,,,
Family,Paternity,You want help establishing who the legal parent of a child is.,FALSE,0,,,
Family,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Business,Contract Formation,You want help negotiating or drafting a business contract.,FALSE,0,,,
Business,Business Dispute/Litigation,You want help with a legal dispute involving your business.,FALSE,0,,,
Business,Business Formation,You are starting a business and want to structure your business to meet your goals.,FALSE,0,,,
Employment,Contesting Non-Competes,You need help contesting an agreement with a former employer that restricts you from working.,FALSE,0,,,
Employment,Workplace Harassment,"You want to stop someone at your workplace from abusing, threatening, or annoying you.",FALSE,0,,,
Employment,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Consumer protection & debt,Identity Theft,You want help with an issue involving someone stealing or misusing your personal information.,FALSE,0,,,
Consumer protection & debt,Credit Report Issue,You want help correcting an inaccuracy or other issue with your credit report.,FALSE,0,,,
Consumer protection & debt,Consumer Fraud,"You have an issue involving unfair, deceptive, or misleading business practices.",FALSE,0,,,
Consumer protection & debt,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Real Estate,Real Estate Disputes,You want help with a legal dispute involving real estate.,FALSE,0,,,
Real Estate,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Landlord/tenant,Tenant Representation,You are a tenant and want help with an issue involving your home.,FALSE,0,,,
Immigration,Naturalization,You want to apply for citizenship.,FALSE,0,,,
Immigration,Asylum,You don't want to return to your home country because you're afraid you'll be badly treated there.,FALSE,0,,,
Immigration,Violence Against Women Act Petition,"You want to become a permanent resident, and you or your child have been the victim of abuse.",FALSE,0,,,
Immigration,T Visa,"You want to remain and work in the United States, and you or your family member were forced or tricked into performing work or sexual acts.",FALSE,0,,,
Immigration,Deportation Defense,You want to defend against the government trying to remove you from the United States.,FALSE,0,,,
Immigration,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Criminal & Traffic,Traffic Ticket,You want help with a traffic offense.,FALSE,0,,,
Criminal & Traffic,RICO & Conspiracy,You want help with a criminal issue involving an allegation of participation in a criminal organization.,FALSE,0,,,
Criminal & Traffic,DUI,You want help with a criminal issue or allegation involving driving a car or other kind of motor vehicle while under the influence of drugs or alcohol.,FALSE,0,,,
Criminal & Traffic,Ordinance Violations/Fines,You have an issue involving an alleged violation of city laws or regulations.,FALSE,0,,,
Criminal & Traffic,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
"Estates, Wills, & Elder Law",Living Will/Advanced Directive,You are looking for documents that set out your wishes for end-of-life medical care.,FALSE,0,,,
"Estates, Wills, & Elder Law",Trust,You want a document for managing and distributing your property on behalf of one or more beneficiaries.,FALSE,0,,,
"Estates, Wills, & Elder Law",Power of Attorney,"You want a document that appoints someone to manage your care, property, and finances if you become unable to.",FALSE,0,,,
"Estates, Wills, & Elder Law",Guardianship,"You want help appointing someone to manage the care, property, and finances of a person.",FALSE,0,,,
"Estates, Wills, & Elder Law",Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Family,Alimony/Spousal Support,You want help determining what financial support one ex-spouse needs to provide the other.,FALSE,0,,,
Family,Parental-Rights Termination,You want help with a court process  brought to end the rights of one or more parents over their child.,FALSE,0,,,
Family,Emancipation,"You want help with a court process brought to let a child assume responsibility for their own care, property, and finances.",FALSE,0,,,
Family,Adult Guardianship,"You want help appointing someone to manage the care, property, and finances of an adult who can't take care of themselves anymore.",FALSE,0,,,
Family,Domestic Violence/Civil Order of Protection,"You want protection from a person who is harrassing, threatening, abusing, or intimidating you.",FALSE,0,,,
Family,Annulment,"You want help ending a marriage that was not legitimate in the first place because of fraud, deceit, misunderstanding, or another issue.",FALSE,0,,,
Family,Uncontested Divorce,"You and your spouse want to end your marriage and already agree on how to deal with issues involving your property, finances, and children.",FALSE,0,,,
Family,Child Support,You have an issue involving the financial support that a parent may owe to a child.,FALSE,0,,,
Family,Prenuptial Agreement,You and your fiance are about to get married and are looking for a document that clarifies each of your financial expectations.,FALSE,0,,,
Family,Harassment,"You want to stop someone from abusing, threatening, stalking, or annoying you.",FALSE,0,,,
Business,Corporate Changes,"You want help making a change in the structure, management, or ownership of your business corporation.",FALSE,0,,,
Business,Contract Dispute,You want help with a legal dispute involving a business contract.,FALSE,0,,,
Business,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Employment,Wage Theft/Unpaid Benefits,You have an issue involving benefits or compensation that you may be owed by an employer.,FALSE,0,,,
Employment,Wrongful Discrimination in Workplace,"You are being treated unfairly by an employer because of your race, gender, religion, national origin, physical or mental disability, age, sexual orientation, or gender identity.",FALSE,0,,,
Consumer protection & debt,Advertising and Unfair Banking Practices,"You want help bringing a claim against a bank that acted in deceptive, abusive, or misleading ways.",FALSE,0,,,
Consumer protection & debt,Predatory Lending,"You want help with an issue involving a loan that has abusive, deceptive, or unfair terms.",FALSE,0,,,
Consumer protection & debt,Consumer Finance Protection,"You want help with unfair or deceptive practices related to a mortgage, credit card, and other financial product or service.",FALSE,0,,,
Consumer protection & debt,Debt Collection,You were contacted by a debt collector and want help responding.,FALSE,0,,,
Real Estate,Homeowners Association Dispute,You are a homeowner and want help with a legal dispute with a homeowners association.,FALSE,0,,,
Real Estate,Title,"You want help with an issue involving your rights in a home, building, or other piece of property.",FALSE,0,,,
Tax,Lien,You want help with an issue involving a government claim on your property because of allegedly unpaid taxes.,FALSE,0,,,
Tax,Criminal Tax Matter,You want help with a criminal issue involving your taxes.,FALSE,0,,,
Tax,Tax Court Filing,You want help with the special court process related to challenging or responding to tax issues.,FALSE,0,,,
Tax,Penalty Abatement,You want to request penalties related to unpaid or unfiled taxes.,FALSE,0,,,
Tax,Tax Fraud & Tax Evasion,You want help with an issue involving an allegation or claim of intentionally avoiding taxes.,FALSE,0,,,
Insurance,Representation of Insured,You want help challenging the practices of your insurance company.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Alternative dispute resolution,Arbitration,You want help with the binding process where a neutral third party resolves a dispute between you and another party.,FALSE,0,,,
Alternative dispute resolution,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Civil rights,Government Record,You want help getting the information or records from the government.,FALSE,0,,,
Civil rights,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Foreclosure,Unlawful foreclosure,"You want help defending your property against a foreclosure threat that's based on bad information, disclosure failures, or fraud.",FALSE,0,,,
Nonprofit,Nonprofit Formation,You are starting a nonprofit and want to structure the organization to meet your goals.,FALSE,0,,,
Nonprofit,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Landlord/tenant,Landlord Representation,You are a landlord and want help with an issue involving your property.,FALSE,0,,,
Landlord/tenant,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Immigration,Employment-Based Visas,"You want to come to or stay in the United States for a limited, work-related purpose.",FALSE,0,,,
Immigration,Family-Based Visas,You want to become a permanent resident on the basis of your family relationship or employment status.,FALSE,0,,,
Immigration,Special Immigrant Juveniles Status (SIJS),"You want help with an issue involving an undocumented immigrant who arrived in the United States at a young age, was mistreated by a parent, and wants to apply for legal residency.",FALSE,0,,,
Immigration,U Visas,"You want to remain and work in the United States, and you or your child have been the victim of a serious crime.",FALSE,0,,,
Immigration,DACA,You came to the United States as a child and want to stay in the country.,FALSE,0,,,
Immigration,Criminal Charges Affecting Status,You want help with a criminal issue that may impact your ability to remain in the United States.,FALSE,0,,,
Criminal & Traffic,Criminal Record Expungement,You want to remove a charge or conviction from your criminal record.,FALSE,0,,,
Criminal & Traffic,Criminal Felonies,"You want help with a criminal issue involving the chance of more than a year of imprisonment (for example: assault, aggravated battery, burglary, homicide).",FALSE,0,,,
Criminal & Traffic,Criminal Misdemeanors,"You want help with a criminal issue involving the chance of less than a year of imprisonment (for example: disorderly conduct, public intoxication, theft, trespassing).",FALSE,0,,,
Criminal & Traffic,Post-Conviction Appeals & Relief,"You have been convicted of a crime and want help getting a new trial, reduced penalty, or shorter sentence.",FALSE,0,,,
"Estates, Wills, & Elder Law",Will,You want documents that set out your wishes for what happens to your property when you pass.,FALSE,0,,,
"Estates, Wills, & Elder Law",Probate,"You want help with the court process used to decide the inheritance, management, or division of the property of someone who passed away.",FALSE,0,,,
"Estates, Wills, & Elder Law",Simple Trust,"You want a document that distributes income from your estate to beneficiaries immediately, instead of accruing savings and distributing income to beneficiaries at a later date.",FALSE,0,,,
"Estates, Wills, & Elder Law",Estate Planning,You want documents that set out your wishes for your medical care and what happens to your property when you pass.,FALSE,0,,,
"Estates, Wills, & Elder Law",Medicaid Special Needs Trust,You want a docmument that holds funds for the benefit of a disabled person without impacting their eligibility for Medicaid.,FALSE,0,,,
Tax,Audit,You want help with an issue involving a goverment reveiw of your tax return's accuracy and completeness.,FALSE,0,,,
Tax,Appeal,You want to challenge a government decision about your taxes.,FALSE,0,,,
Tax,Collection matter,You want help with an issue involving taxes the government claims you owe it.,FALSE,0,,,
Tax,Levy,You want help with an issue involving the government taking your property to satisfy a debt or taxes you allegedly owe.,FALSE,0,,,
Tax,Wage Garnishment,You want help with an issue involving the goverment deducting money from your wages because of allegedly unpaid taxes.,FALSE,0,,,
Tax,Payment Agreement,"You want help reaching an agreement with the goverment to pay a tax debt in monthly installments, instead of having to pay all at once.",FALSE,0,,,
Tax,Payroll Tax,You want help with an issue involving taxes related to employment.,FALSE,0,,,
Tax,Employee Reclassification,You want to reduce tax penalties you may owe by voluntarily reclassifying independent contractors who work for your business as employees.,FALSE,0,,,
Tax,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Insurance,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Personal Property Cases (Non-Small Claims),You want help with a legal dispute involving personal property that's value makes the dispute ineligible for small claims court.,FALSE,0,,,
Alternative dispute resolution,Mediation,You want help with the non-binding process where a neutral third party helps you and another party try to resolve a dispute and potentially avoid court litigation.,FALSE,0,,,
Civil rights,Constitutional Right,"You want help because the government, a private organization, or a person violated your constitutional rights (for example: free expression, privacy, reproductive rights).",FALSE,0,,,
Civil rights,Discrimination,"You are being treated unfairly by the goverment, a private organization, or person because of your race, gender, religion, national origin, physical or mental disability, age, sexual orientation, or gender identity.",FALSE,0,,,
Personal injury,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Foreclosure,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Juvenile Delinquency,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Administrative law,Government benefits,You have an issue involving benefits or compensation that the government may owe you.,FALSE,0,,,
Administrative law,Unemployment benefits,You have an issue involving money that may be owed by you or to you because of unemployed status.,FALSE,0,,,
Administrative law,SSI/Disability,You have an issue involving benefits the government may owe you because of a physical or mental issue or disability.,FALSE,0,,,
Administrative law,Veteran benefits,You have an issue involving benefits the government may owe you because of your military service.,FALSE,0,,,
Bankruptcy,General bankruptcy,You want help getting rid of debts you owe.,FALSE,0,,,
Bankruptcy,Fraud-related bankruptcy,You have an issue involving an allegation that you misled or intentionaly hid information when you filed for bankruptcy.,FALSE,0,,,
Bankruptcy,Foreclosure-related bankruptcy,You want help defending your property against a foreclosure and getting rid of your debts.,FALSE,0,,,
Business,Online business law,You have an issue involving your internet or software business.,FALSE,0,,,
Business,"Licenses, corporate changes, and filings","You want help with a business organization or licensing matter, such as changing the legal structure or governance of your business or applying for a license to operate.",FALSE,0,,,
Business,Government contracts,"You want help drafting, negotiating, or applying for a government contract.",FALSE,0,,,
Business,Compliance,"You want help making sure your business is operating in accordance with federal, state, and/or local rules or laws.",FALSE,0,,,
Civil rights,Government misconduct,You want help because you were harmed or mistreated by a government official or agency.,FALSE,0,,,
Civil rights,Police misconduct,You want help because you were harmed or mistreated by a police officer.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Class action,"You want help bringing a lawsuit against a person, company, organization, or government agency that caused injuries, financial losses, or other kinds of harms that affected a large group of people.",FALSE,0,,,
Business,Construction law,"You have an issue or dispute involving the construction of a home or building, such as negotiating a contract with a builder or complying with construction laws.",FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",General,You want help with court litigation in a non-criminal matter.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Auto fraud/auto repossessions,"You want to be compensated because you purchased a car with hidden defects, or you want to keep your car from being wrongfully repossessed.",FALSE,0,,,
Consumer protection & debt,Student loan,You have an issue involving loans you took out to pay for education.,FALSE,0,,,
Employment,Severance agreements,You want help drafting or reviewing an agreement that terminates the working relationship between an employer and employee.,FALSE,0,,,
Employment,Workers compensation,You have an issue involving benefits or compensation that you may be owed or may owe because of a job-related illness or injury.,FALSE,0,,,
Employment,Defense of the employee,You are an employee and are seeking to defend yourself against a claim brought by your current or former employer.,FALSE,0,,,
Employment,Defense of the employer,You are an employer and are seeking to defend yourself against a claim brought by a current or former employee.,FALSE,0,,,
Personal injury,Medical malpractice,You want help because a doctor or other kind of health care provider made mistakes that caused an injury.,FALSE,0,,,
Intellectual Property,"Copyrights, trademarks, or patents","You have an issue involving the rights to an invention, creative work, or phrase or symbol.",FALSE,0,,,
Education law,Special education,You have an issue involving the education of a child with a learning disability or other special needs.,FALSE,0,,,
